"日期","应用名称","广告类型","DAU","DEU","渗透率","应用请求","应用填充","应用填充率","竞价请求","竞价响应","竞价响应率","竞价胜出率","请求","填充","填充率","广告Ready率","查询 isReady","查询Ready率","展示","展示 / DAU","展示 / DEU","展示率","点击","点击率","eCPM","eCPC","预估收入","ARPDAU(￠)","ARPDEU(￠)"
"2026-07-15 (三)","安卓_Loklok - kvasir","开屏","17,693","403","2.28%","1,759","1,431","81.35%","-","6,128","-","-","-","-","-","-","1,078","53.15%","-","-","-","-","-","-","-","-","-","0.01","0.35"
"2026-07-15 (三)","安卓_Loklok - kvasir","插屏","17,693","59","0.33%","1,390","1,034","74.39%","-","-","-","-","-","1,935","-","-","282","32.62%","-","-","-","-","-","-","-","-","-","-","0.33"
"2026-07-15 (三)","安卓_Loklok - kvasir","横幅","17,693","99","0.56%","276","178","64.49%","2,456","-","-","-","352","-","-","-","-","-","130","0.01","1.31","-","-","-","$0.29","-","$0.04","-","0.02"
"2026-07-15 (三)","安卓_Loklok - kvasir","原生","17,693","10","0.06%","1,854","675","36.41%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026-07-15 (三)","安卓_Loklok - kvasir","激励视频","17,693","1","0.01%","2","2","100.00%","-","-","-","-","-","-","-","-","7","-","-","-","-","-","1","-","-","-","-","-","-"
"2026-07-15 (三)","安卓_Loklok - kvasir","插播广告","17,693","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026-07-15 (三)","安卓_Loklok-russia","激励视频","1,233","222","18.00%","2,647","1,844","69.66%","13,562","-","-","-","2,454","-","-","-","1,985","63.93%","978","0.79","4.41","-","-","-","$4.59","-","$4.49","0.25","1.37"
"2026-07-15 (三)","安卓_Loklok-russia","开屏","1,233","259","21.01%","1,983","1,850","93.29%","-","-","-","-","-","1,845","-","-","1,223","46.77%","-","-","-","-","-","-","-","-","-","0.13","0.61"
"2026-07-15 (三)","安卓_Loklok-russia","原生","1,233","411","33.33%","9,430","6,078","64.45%","50,672","-","-","-","9,894","-","-","-","-","-","4,129","3.35","10.05","-","-","-","$0.12","-","$0.51","0.04","0.11"
"2026-07-15 (三)","安卓_Loklok-russia","插屏","1,233","10","0.81%","1,022","830","81.21%","-","3,097","-","-","-","-","-","-","28","89.29%","-","-","-","-","-","-","-","-","-","0.01","1.24"
"2026-07-15 (三)","iOS_ios_octopus","原生","2","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026-07-15 (三)","iOS_ios_octopus","激励视频","2","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026-07-15 (三)","iOS_ios_octopus","开屏","2","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026-07-15 (三)","iOS_HITV: Watch Asia videos","原生","154","2","1.30%","3","3","100.00%","25","-","-","-","83","-","-","-","-","-","2","0.01","1.00","-","-","-","$0.29","-","$0.00","-","-"
"2026-07-15 (三)","iOS_HITV: Watch Asia videos","插屏","154","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026-07-15 (三)","iOS_HITV: Watch Asia videos","激励视频","154","-","-","1","1","100.00%","5","-","-","-","20","-","-","-","9","100.00%","-","-","-","-","-","-","-","-","-","-","-"
"2026-07-15 (三)","iOS_HITV: Watch Asia videos","开屏","154","-","-","1","1","100.00%","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026-07-15 (三)","安卓_HiTV - didymoi","激励视频","1,032,455","455,636","44.13%","7,711,975","3,941,197","51.10%","-","-","-","-","-","5,234,285","-","72.84%","8,566,525","32.03%","-","-","-","-","-","-","-","-","-","0.15","0.33"
"2026-07-15 (三)","安卓_HiTV - didymoi","插屏","1,032,455","397,705","38.52%","6,581,405","3,164,366","48.08%","-","-","-","-","-","-","-","-","1,404,616","10.41%","-","-","-","-","619,929","-","-","-","-","0.06","0.17"
"2026-07-15 (三)","安卓_HiTV - didymoi","开屏","1,032,455","284,279","27.53%","2,356,518","1,652,117","70.11%","12,116,462","-","-","-","5,522,586","-","-","-","1,378,980","34.92%","462,281","0.45","1.63","-","-","-","$0.42","-","$195.19","0.02","0.07"
"2026-07-15 (三)","安卓_HiTV - didymoi","横幅","1,032,455","246,164","23.84%","9,651,086","1,415,221","14.66%","-","2,566,636","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.01","0.02"
"2026-07-15 (三)","安卓_HiTV - didymoi","原生","1,032,455","1,059","0.10%","166,902","9,004","5.39%","-","-","-","-","-","9,267","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.04"
"2026-07-15 (三)","安卓_HiTV - didymoi","插播广告","1,032,455","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026-07-15 (三)","安卓_Loklok - bergel","开屏","25,802","1,370","5.31%","3,291","2,794","84.90%","24,761","-","-","-","13,426","-","-","-","2,905","64.48%","1,518","0.06","1.11","-","-","-","$3.21","-","$4.88","0.02","0.34"
"2026-07-15 (三)","安卓_Loklok - bergel","插屏","25,802","71","0.28%","3,914","1,713","43.77%","-","-","-","-","-","-","-","-","592","16.89%","-","-","-","-","32","-","-","-","-","-","0.22"
"2026-07-15 (三)","安卓_Loklok - bergel","横幅","25,802","203","0.79%","1,251","288","23.02%","-","427","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.01"
"2026-07-15 (三)","安卓_Loklok - bergel","原生","25,802","13","0.05%","3,451","798","23.12%","-","-","-","-","-","972","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.09"
"2026-07-15 (三)","安卓_Loklok - bergel","激励视频","25,802","1","0.00%","1,810","12","0.66%","-","-","-","-","-","19","-","-","536","0.37%","-","-","-","-","-","-","-","-","-","-","-"
"2026-07-15 (三)","安卓_Loklok - bergel","插播广告","25,802","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026-07-15 (三)","安卓_Loklok-aesar","开屏","7,547","238","3.15%","803","654","81.44%","-","-","-","-","-","892","-","-","533","63.60%","-","-","-","-","-","-","-","-","-","0.01","0.44"
"2026-07-15 (三)","安卓_Loklok-aesar","插屏","7,547","28","0.37%","485","340","70.10%","-","1,953","-","-","-","-","-","-","130","26.15%","-","-","-","-","-","-","-","-","-","-","0.22"
"2026-07-15 (三)","安卓_Loklok-aesar","横幅","7,547","30","0.40%","66","41","62.12%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","-","-"
"2026-07-15 (三)","安卓_Loklok-aesar","原生","7,547","7","0.09%","596","292","48.99%","3,386","-","-","-","451","-","-","-","-","-","10","0.00","1.43","-","-","-","$0.03","-","$0.00","-","-"
"2026-07-15 (三)","安卓_Loklok-aesar","激励视频","7,547","-","-","3","-","-","11","-","-","-","31","-","-","-","3","-","-","-","-","-","-","-","-","-","-","-","-"
"2026-07-15 (三)","安卓_Loklok-aesar","插播广告","7,547","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026-07-15 (三)","安卓_Loklok - kotar","开屏","4,716","269","5.70%","623","529","84.91%","-","2,524","-","-","-","-","-","-","565","66.90%","-","-","-","-","-","-","-","-","-","0.02","0.34"
"2026-07-15 (三)","安卓_Loklok - kotar","插屏","4,716","19","0.40%","471","307","65.18%","-","-","-","-","-","565","-","-","74","29.73%","-","-","-","-","-","-","-","-","-","-","0.28"
"2026-07-15 (三)","安卓_Loklok - kotar","横幅","4,716","21","0.45%","248","62","25.00%","1,041","-","-","-","96","-","-","-","-","-","41","0.01","1.95","-","-","-","$0.07","-","$0.00","-","0.02"
"2026-07-15 (三)","安卓_Loklok - kotar","原生","4,716","4","0.08%","599","244","40.73%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.02"
"2026-07-15 (三)","安卓_Loklok - kotar","激励视频","4,716","2","0.04%","72","2","2.78%","-","-","-","-","-","-","-","25.00%","16","12.50%","-","-","-","-","-","-","-","-","-","-","-"
"2026-07-15 (三)","安卓_Loklok - kotar","插播广告","4,716","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026-07-15 (三)","安卓_MovieBox - moras","开屏","16,443","1,198","7.29%","3,600","2,707","75.19%","-","9,035","-","-","-","-","-","-","2,126","74.04%","-","-","-","-","-","-","-","-","-","0.02","0.27"
"2026-07-15 (三)","安卓_MovieBox - moras","插屏","16,443","179","1.09%","4,919","1,984","40.33%","-","-","-","-","-","3,721","-","-","1,342","17.96%","-","-","-","-","-","-","-","-","-","-","0.20"
"2026-07-15 (三)","安卓_MovieBox - moras","横幅","16,443","651","3.96%","1,861","1,129","60.67%","6,519","-","-","-","5,055","-","-","-","-","-","872","0.05","1.34","-","-","-","$0.35","-","$0.31","-","0.04"
"2026-07-15 (三)","安卓_MovieBox - moras","原生","16,443","2","0.01%","376","118","31.38%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026-07-15 (三)","安卓_MovieBox - moras","激励视频","16,443","3","0.02%","243","15","6.17%","-","-","-","-","-","-","-","-","111","4.50%","-","-","-","-","4","-","-","-","-","-","-"
"2026-07-15 (三)","安卓_MovieBox - moras","插播广告","16,443","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026-07-15 (三)","安卓_HiTV - venom","激励视频","320,246","100,847","31.49%","3,804,236","946,158","24.87%","-","-","-","-","-","-","-","94.68%","1,568,665","42.92%","-","-","-","-","73,173","-","-","-","-","0.25","0.80"
"2026-07-15 (三)","安卓_HiTV - venom","插屏","320,246","100,569","31.40%","1,387,824","792,855","57.13%","-","-","-","-","-","1,076,209","-","-","206,192","15.36%","-","-","-","-","-","-","-","-","-","0.22","0.71"
"2026-07-15 (三)","安卓_HiTV - venom","开屏","320,246","110,213","34.42%","472,788","338,113","71.51%","-","867,621","-","-","-","-","-","-","260,275","69.37%","-","-","-","-","-","-","-","-","-","0.09","0.26"
"2026-07-15 (三)","安卓_HiTV - venom","横幅","320,246","111,559","34.84%","4,087,957","1,902,252","46.53%","25,724,443","-","-","-","46,277,374","-","-","-","-","-","1,298,913","4.06","11.64","-","-","-","$0.12","-","$162.16","0.06","0.17"
"2026-07-15 (三)","安卓_HiTV - venom","原生","320,246","74","0.02%","28,487","862","3.03%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.05"
"2026-07-15 (三)","安卓_HiTV - venom","插播广告","320,246","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026-07-15 (三)","iOS_Loklok-Video playing","原生","-","1","-","5","5","100.00%","10","-","-","-","32","-","-","-","-","-","2","-","2.00","-","-","-","$0.10","-","$0.00","-","-"
"2026-07-15 (三)","iOS_Loklok-Video playing","横幅","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026-07-15 (三)","iOS_Loklok-Video playing","插屏","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026-07-15 (三)","安卓_artem_android_test","插屏","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026-07-15 (三)","安卓_artem_android_test","开屏","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026-07-15 (三)","安卓_artem_android_test","激励视频","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026-07-15 (三)","安卓_artem_android_test","原生","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026-07-15 (三)","安卓_HiTV - savita","激励视频","290,354","103,986","35.81%","4,530,315","914,114","20.18%","-","-","-","-","-","-","-","89.97%","1,728,925","36.27%","-","-","-","-","78,139","-","-","-","-","0.21","0.60"
"2026-07-15 (三)","安卓_HiTV - savita","插屏","290,354","91,097","31.37%","1,680,918","726,793","43.24%","-","-","-","-","-","1,025,592","-","-","415,992","10.94%","-","-","-","-","-","-","-","-","-","0.12","0.38"
"2026-07-15 (三)","安卓_HiTV - savita","开屏","290,354","87,488","30.13%","503,003","236,312","46.98%","-","565,597","-","-","-","-","-","-","316,634","46.14%","-","-","-","-","-","-","-","-","-","0.05","0.17"
"2026-07-15 (三)","安卓_HiTV - savita","横幅","290,354","68,277","23.52%","5,128,703","1,153,035","22.48%","28,248,189","-","-","-","33,874,847","-","-","-","-","-","753,122","2.59","11.03","-","-","-","$0.14","-","$103.10","0.04","0.15"
"2026-07-15 (三)","安卓_HiTV - savita","原生","290,354","3,896","1.34%","420,567","42,025","9.99%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","156","-","-","-","-","-","0.03"
"2026-07-15 (三)","安卓_HiTV - savita","插播广告","290,354","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026-07-15 (三)","安卓_Loklok - phiga","开屏","30,065","1,745","5.80%","4,282","3,550","82.91%","30,733","-","-","-","19,799","-","-","-","3,903","62.00%","1,984","0.07","1.14","-","-","-","$4.90","-","$9.73","0.03","0.56"
"2026-07-15 (三)","安卓_Loklok - phiga","插屏","30,065","96","0.32%","3,549","2,094","59.00%","-","-","-","-","-","-","-","-","917","16.47%","-","-","-","-","48","-","-","-","-","-","0.62"
"2026-07-15 (三)","安卓_Loklok - phiga","横幅","30,065","171","0.57%","680","259","38.09%","-","438","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.01"
"2026-07-15 (三)","安卓_Loklok - phiga","原生","30,065","35","0.12%","5,820","1,156","19.86%","-","-","-","-","-","1,580","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.04"
"2026-07-15 (三)","安卓_Loklok - phiga","激励视频","30,065","2","0.01%","1,047","5","0.48%","-","-","-","-","-","8","-","2.94%","362","0.55%","-","-","-","-","-","-","-","-","-","-","-"
"2026-07-15 (三)","安卓_Loklok - phiga","插播广告","30,065","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026-07-15 (三)","安卓_Loklok-doraimi","插屏","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026-07-15 (三)","安卓_Loklok - artem","开屏","122,920","10,445","8.50%","35,837","27,625","77.09%","276,063","-","-","-","197,918","-","-","-","29,336","52.66%","14,202","0.12","1.36","-","-","-","$2.35","-","$33.40","0.03","0.31"
"2026-07-15 (三)","安卓_Loklok - artem","插屏","122,920","1,376","1.12%","44,099","32,406","73.48%","-","-","-","-","-","-","-","-","8,358","23.81%","-","-","-","-","694","-","-","-","-","-","0.22"
"2026-07-15 (三)","安卓_Loklok - artem","横幅","122,920","3,969","3.23%","10,340","4,788","46.31%","-","8,384","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026-07-15 (三)","安卓_Loklok - artem","激励视频","122,920","123","0.10%","8,535","489","5.73%","-","-","-","-","-","673","-","9.07%","5,961","3.41%","-","-","-","-","-","-","-","-","-","-","0.03"
"2026-07-15 (三)","安卓_Loklok - artem","原生","122,920","393","0.32%","69,955","2,745","3.92%","-","-","-","-","-","3,574","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026-07-15 (三)","安卓_Loklok - artem","插播广告","122,920","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026-07-15 (三)","安卓_Loklok - artem","互动广告","122,920","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026-07-15 (三)","安卓_Loklok - folas","开屏","203,725","26,229","12.87%","102,604","90,266","87.98%","-","238,353","-","-","-","-","-","-","81,109","44.53%","-","-","-","-","-","-","-","-","-","0.03","0.25"
"2026-07-15 (三)","安卓_Loklok - folas","插屏","203,725","3,342","1.64%","43,745","37,324","85.32%","-","-","-","-","-","75,447","-","-","45,518","9.53%","-","-","-","-","-","-","-","-","-","-","0.23"
"2026-07-15 (三)","安卓_Loklok - folas","激励视频","203,725","330","0.16%","8,629","2,480","28.74%","-","-","-","-","-","-","-","46.77%","4,966","23.02%","-","-","-","-","394","-","-","-","-","-","0.31"
"2026-07-15 (三)","安卓_Loklok - folas","横幅","203,725","2,859","1.40%","10,329","6,236","60.37%","38,495","-","-","-","44,731","-","-","-","-","-","5,881","0.03","2.06","-","-","-","$0.35","-","$2.07","-","0.01"
"2026-07-15 (三)","安卓_Loklok - folas","原生","203,725","1,629","0.80%","78,075","42,522","54.46%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.01"
"2026-07-15 (三)","iOS_Loklok - MoviesDramas","原生","71","48","67.61%","348","323","92.82%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","1","-","-","-","-","0.04","0.07"
"2026-07-15 (三)","iOS_Loklok - MoviesDramas","横幅","71","42","59.15%","186","160","86.02%","543","-","-","-","749","-","-","-","-","-","99","1.39","2.36","-","-","-","$0.20","-","$0.02","0.02","0.04"
"2026-07-15 (三)","iOS_Loklok - MoviesDramas","插屏","71","-","-","432","418","96.76%","-","-","-","-","-","570","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026-07-15 (三)","安卓_Loklok-temek5","原生","25","-","-","1","1","100.00%","2","-","-","-","5","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026-07-15 (三)","安卓_Loklok-temek5","插屏","25","-","-","35","6","17.14%","-","2","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026-07-15 (三)","安卓_Loklok-temek5","激励视频","25","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026-07-15 (三)","安卓_Loklok-temek4","插屏","119","-","-","114","94","82.46%","659","-","-","-","1,793","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026-07-15 (三)","安卓_Loklok-temek4","原生","119","-","-","16","-","-","-","2","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026-07-15 (三)","安卓_Loklok-temek4","激励视频","119","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026-07-15 (三)","安卓_Loklok-temek3","原生","102","-","-","3","1","33.33%","15","-","-","-","43","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026-07-15 (三)","安卓_Loklok-temek3","插屏","102","-","-","149","113","75.84%","-","3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026-07-15 (三)","安卓_Loklok-temek3","激励视频","102","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026-07-15 (三)","安卓_Loklok-temek2","插屏","2","-","-","1","1","100.00%","-","-","-","-","-","2","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026-07-15 (三)","安卓_Loklok-temek2","原生","2","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026-07-15 (三)","安卓_Loklok-temek2","激励视频","2","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026-07-15 (三)","安卓_Android-Bokbok","激励视频","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026-07-15 (三)","安卓_Loklok-temek","插屏","5","-","-","1","1","100.00%","6","-","-","-","19","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026-07-15 (三)","安卓_Loklok-temek","原生","5","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026-07-15 (三)","安卓_Loklok-temek","激励视频","5","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026-07-15 (三)","安卓_Loklok-litethird","激励视频","19,013","4,420","23.25%","33,874","30,403","89.75%","-","-","-","-","-","-","-","-","35,505","69.47%","-","-","-","-","7,605","-","-","-","-","0.08","0.36"
"2026-07-15 (三)","安卓_Loklok-litethird","插屏","19,013","1,977","10.40%","22,030","17,912","81.31%","-","-","-","-","-","29,362","-","-","7,869","57.43%","-","-","-","-","-","-","-","-","-","0.02","0.23"
"2026-07-15 (三)","安卓_Loklok-litethird","横幅","19,013","4,835","25.43%","60,737","30,110","49.57%","222,107","-","-","-","55,994","-","-","-","-","-","23,014","1.21","4.76","-","-","-","$0.07","-","$1.59","0.01","0.03"
"2026-07-15 (三)","安卓_Loklok-litethird","开屏","19,013","1,847","9.71%","21,706","12,732","58.66%","-","14,260","-","-","-","-","-","-","5,992","40.42%","-","-","-","-","-","-","-","-","-","-","0.03"
"2026-07-15 (三)","安卓_Loklok-litethird","原生","19,013","176","0.93%","9,202","1,254","13.63%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","3","-","-","-","-","-","0.02"
"2026-07-15 (三)","安卓_Loklok-litethird","插播广告","19,013","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026-07-15 (三)","安卓_Loklok-liuzhen3","插屏","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026-07-15 (三)","安卓_Loklok-liuzhen3","原生","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026-07-15 (三)","安卓_Loklok-liuzhen3","激励视频","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026-07-15 (三)","安卓_Loklok-lite-agian","激励视频","118","-","-","102","86","84.31%","-","-","-","-","-","87","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026-07-15 (三)","安卓_Loklok-lite-agian","插屏","118","-","-","95","47","49.47%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026-07-15 (三)","安卓_Loklok-lite-agian","原生","118","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026-07-15 (三)","iOS_Loklok-Remember The Movie","插屏","10","2","20.00%","10","8","80.00%","27","-","-","-","60","-","-","-","3","66.67%","2","0.20","1.00","-","-","-","$3.08","-","$0.01","0.06","0.30"
"2026-07-15 (三)","iOS_Loklok-Remember The Movie","原生","10","3","30.00%","15","15","100.00%","-","9","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.01","0.02"
"2026-07-15 (三)","iOS_Loklok-Remember The Movie","激励视频","10","-","-","1","1","100.00%","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026-07-15 (三)","安卓_Loklok-Watch TVs","插屏","3","-","-","16","8","50.00%","32","-","-","-","54","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026-07-15 (三)","安卓_Loklok-Watch TVs","横幅","3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026-07-15 (三)","安卓_Loklok-Watch TVs","原生","3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026-07-15 (三)","安卓_Loklok-Watch TVs","激励视频","3","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026-07-15 (三)","安卓_android_test","插屏","1","-","-","2","2","100.00%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026-07-15 (三)","安卓_android_test","激励视频","1","-","-","4","1","25.00%","-","-","-","-","-","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026-07-15 (三)","安卓_android_test","横幅","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026-07-15 (三)","安卓_android_test","原生","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026-07-15 (三)","安卓_Loklok-LA","插屏","1","-","-","4","3","75.00%","5","-","-","-","5","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026-07-15 (三)","安卓_Loklok-LA","原生","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026-07-15 (三)","安卓_Loklok-LA","激励视频","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026-07-15 (三)","安卓_Loklok_SA","插屏","1","-","-","1","1","100.00%","2","-","-","-","6","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026-07-15 (三)","安卓_Loklok_SA","横幅","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026-07-15 (三)","安卓_Loklok_lite","插屏","9","-","-","27","-","-","54","-","-","-","108","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026-07-15 (三)","安卓_Loklok_lite","横幅","9","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026-07-15 (三)","安卓_Loklok_lite","原生","9","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026-07-15 (三)","安卓_Loklok_lite","激励视频","9","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026-07-15 (三)","安卓_android_官网包","激励视频","327,587","56,508","17.25%","547,340","414,347","75.70%","-","-","-","-","-","-","-","94.48%","453,476","65.19%","-","-","-","-","80,259","-","-","-","-","0.06999999999999999","0.39"
"2026-07-15 (三)","安卓_android_官网包","开屏","327,587","78,284","23.90%","410,775","267,113","65.03%","-","579,048","-","-","-","-","-","-","232,183","54.01%","-","-","-","-","-","-","-","-","-","0.05","0.21"
"2026-07-15 (三)","安卓_android_官网包","插屏","327,587","41,454","12.65%","405,543","317,971","78.41%","-","-","-","-","-","491,959","-","-","178,657","35.25%","-","-","-","-","-","-","-","-","-","0.02","0.18"
"2026-07-15 (三)","安卓_android_官网包","横幅","327,587","36,908","11.27%","1,827,660","237,980","13.02%","7,349,878","-","-","-","2,087,034","-","-","-","-","-","153,655","0.47","4.16","-","-","-","$0.06","-","$9.18","-","0.02"
"2026-07-15 (三)","安卓_android_官网包","原生","327,587","8,724","2.66%","782,179","62,979","8.05%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","12","-","-","-","-","-","0.01"
"2026-07-15 (三)","iOS_Loklok-Huge amounts of videos","插屏","8","-","-","7","3","42.86%","-","-","-","-","42","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026-07-15 (三)","iOS_Loklok-Huge amounts of videos","横幅","8","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
