"日期","应用名称","广告类型","DAU","DEU","渗透率","应用请求","应用填充","应用填充率","竞价请求","竞价响应","竞价响应率","竞价胜出率","请求","填充","填充率","广告Ready率","查询 isReady","查询Ready率","展示","展示 / DAU","展示 / DEU","展示率","点击","点击率","eCPM","eCPC","预估收入","ARPDAU(￠)","ARPDEU(￠)"
"2026-06-09 (二)","iOS_lοkIоk - rivo","激励视频","8,556","5,640","65.92%","175,630","62,476","35.57%","-","-","-","-","-","-","-","-","71,235","76.29%","-","-","-","-","15,269","-","-","-","-","0.9900000000000001","1.50"
"2026-06-09 (二)","iOS_lοkIоk - rivo","插屏","8,556","4,216","49.28%","32,034","29,373","91.69%","-","-","-","-","-","49,036","-","-","78,656","81.35%","-","-","-","-","-","-","-","-","-","0.27999999999999997","0.57"
"2026-06-09 (二)","iOS_lοkIоk - rivo","开屏","8,556","5,878","68.70%","12,231","11,527","94.24%","-","26,800","-","-","-","-","-","-","9,848","100.00%","-","-","-","-","-","-","-","-","-","0.22","0.32"
"2026-06-09 (二)","iOS_lοkIоk - rivo","横幅","8,556","6,135","71.70%","97,354","65,256","67.03%","293,510","-","-","-","66,495","-","-","-","-","-","40,650","4.75","6.63","-","-","-","$0.07","-","$2.69","0.03","0.04"
"2026-06-09 (二)","iOS_lοkIоk - rivo","原生","8,556","4,024","47.03%","161,329","36,019","22.33%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","9","-","-","-","-","0.01","0.02"
"2026-06-09 (二)","iOS_MovieBоx - solen","激励视频","3,597","2,191","60.91%","27,533","22,448","81.53%","-","45,487","-","-","-","-","-","-","13,809","77.49%","-","-","-","-","-","-","-","-","-","0.48","0.79"
"2026-06-09 (二)","iOS_MovieBоx - solen","插屏","3,597","2,276","63.28%","27,321","21,340","78.11%","132,328","-","-","-","240,746","-","-","-","190,843","31.80%","9,202","2.56","4.04","-","-","-","$0.97","-","$8.97","0.21","0.33"
"2026-06-09 (二)","iOS_MovieBоx - solen","开屏","3,597","1,711","47.57%","4,790","3,342","69.77%","-","-","-","-","-","-","-","-","2,739","100.00%","-","-","-","-","1,271","-","-","-","-","0.06","0.13"
"2026-06-09 (二)","iOS_MovieBоx - solen","横幅","3,597","2,315","64.36%","39,930","15,746","39.43%","-","-","-","-","-","19,865","-","-","-","-","-","-","-","-","-","-","-","-","-","0.02","0.03"
"2026-06-09 (二)","iOS_MovieBоx - solen","原生","3,597","1,281","35.61%","232,597","11,070","4.76%","-","16,305","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.01"
"2026-06-09 (二)","安卓_Moviebox - zodia","激励视频","14,941","4,214","28.20%","40,686","28,581","70.25%","308,124","-","-","-","362,692","-","-","93.08%","51,216","41.36%","17,733","1.19","4.21","-","-","-","$1.86","-","$32.93","0.22","0.79"
"2026-06-09 (二)","安卓_Moviebox - zodia","插屏","14,941","3,527","23.61%","46,519","24,058","51.72%","-","100,889","-","-","-","-","-","-","62,691","17.05%","-","-","-","-","-","-","-","-","-","0.08","0.32"
"2026-06-09 (二)","安卓_Moviebox - zodia","开屏","14,941","3,961","26.51%","34,856","16,257","46.64%","-","-","-","-","-","23,721","-","-","32,820","17.72%","-","-","-","-","-","-","-","-","-","0.05","0.19"
"2026-06-09 (二)","安卓_Moviebox - zodia","横幅","14,941","5,679","38.01%","70,510","40,039","56.78%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","722","-","-","-","-","0.03","0.08"
"2026-06-09 (二)","安卓_Moviebox - zodia","原生","14,941","994","6.65%","52,455","6,235","11.89%","177,237","-","-","-","7,386","-","-","-","-","-","1,160","0.08","1.17","-","-","-","$0.06","-","$0.07","-","-"
"2026-06-09 (二)","iOS_LОKTV - vexa","激励视频","13,283","8,521","64.15%","201,520","98,335","48.80%","-","391,816","-","-","-","-","-","-","615,394","80.17%","-","-","-","-","-","-","-","-","-","1.1199999999999999","1.74"
"2026-06-09 (二)","iOS_LОKTV - vexa","插屏","13,283","6,295","47.39%","56,155","53,450","95.18%","389,608","-","-","-","557,597","-","-","-","104,968","87.78%","20,739","1.56","3.29","-","-","-","$1.89","-","$39.25","0.27","0.58"
"2026-06-09 (二)","iOS_LОKTV - vexa","开屏","13,283","8,677","65.32%","19,490","18,435","94.59%","-","-","-","-","-","-","-","-","14,689","99.24%","-","-","-","-","5,003","-","-","-","-","0.19","0.30"
"2026-06-09 (二)","iOS_LОKTV - vexa","横幅","13,283","8,756","65.92%","154,247","77,528","50.26%","-","-","-","-","-","80,896","-","-","-","-","-","-","-","-","-","-","-","-","-","0.03","0.04"
"2026-06-09 (二)","iOS_LОKTV - vexa","原生","13,283","5,871","44.20%","952,477","55,708","5.85%","-","62,026","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.01","0.03"
"2026-06-09 (二)","安卓_Loklok - yaro","插屏","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026-06-09 (二)","安卓_Loklok - yaro","激励视频","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026-06-09 (二)","安卓_Loklok - woden","激励视频","189,633","56,914","30.01%","596,814","464,466","77.82%","-","-","-","-","-","634,447","-","94.53%","934,217","31.51%","-","-","-","-","-","-","-","-","-","0.24","0.80"
"2026-06-09 (二)","安卓_Loklok - woden","插屏","189,633","52,719","27.80%","549,835","433,089","78.77%","-","-","-","-","-","-","-","-","145,349","9.59%","-","-","-","-","58,697","-","-","-","-","0.16","0.59"
"2026-06-09 (二)","安卓_Loklok - woden","开屏","189,633","53,858","28.40%","281,269","252,785","89.87%","1,232,944","-","-","-","682,917","-","-","-","226,741","39.00%","85,584","0.45","1.59","-","-","-","$1.48","-","$126.39","0.06999999999999999","0.24"
"2026-06-09 (二)","安卓_Loklok - woden","横幅","189,633","76,113","40.14%","2,693,502","1,663,146","61.75%","-","2,339,059","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.03","0.07"
"2026-06-09 (二)","安卓_Loklok - woden","原生","189,633","19,916","10.50%","606,908","124,901","20.58%","-","-","-","-","-","135,915","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.01"
"2026-06-09 (二)","安卓_Loklok - selene","开屏","295,755","42,169","14.26%","183,466","159,999","87.21%","-","-","-","-","-","-","-","-","134,983","42.67%","-","-","-","-","21,365","-","-","-","-","0.04","0.29"
"2026-06-09 (二)","安卓_Loklok - selene","激励视频","295,755","11,319","3.83%","94,208","73,448","77.96%","-","335,120","-","-","-","-","-","89.03%","86,074","43.22%","-","-","-","-","-","-","-","-","-","0.02","0.60"
"2026-06-09 (二)","安卓_Loklok - selene","插屏","295,755","14,062","4.75%","148,488","116,109","78.19%","1,236,688","-","-","-","1,324,202","-","-","-","31,814","5.55%","37,094","0.13","2.64","-","-","-","$1.72","-","$63.85","0.02","0.43"
"2026-06-09 (二)","安卓_Loklok - selene","横幅","295,755","21,901","7.41%","313,768","220,532","70.29%","-","-","-","-","-","248,652","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.02"
"2026-06-09 (二)","安卓_Loklok - selene","原生","295,755","573","0.19%","24,432","5,355","21.92%","-","6,443","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.01"
"2026-06-09 (二)","安卓_Xuper - xenos","激励视频","15,149","4,258","28.11%","34,760","31,925","91.84%","-","120,300","-","-","-","-","-","97.58%","29,059","61.41%","-","-","-","-","-","-","-","-","-","0.09","0.31"
"2026-06-09 (二)","安卓_Xuper - xenos","插屏","15,149","4,450","29.37%","35,199","29,253","83.11%","245,562","-","-","-","250,099","-","-","-","5,516","10.73%","18,544","1.22","4.17","-","-","-","$0.71","-","$13.14","0.09","0.29"
"2026-06-09 (二)","安卓_Xuper - xenos","开屏","15,149","5,713","37.71%","24,113","21,118","87.58%","-","-","-","-","-","-","-","-","14,933","56.83%","-","-","-","-","3,449","-","-","-","-","0.08","0.22"
"2026-06-09 (二)","安卓_Xuper - xenos","横幅","15,149","3,792","25.03%","83,286","18,046","21.67%","-","-","-","-","-","18,817","-","-","-","-","-","-","-","-","-","-","-","-","-","0.01","0.03"
"2026-06-09 (二)","安卓_Xuper - xenos","原生","15,149","691","4.56%","48,781","4,469","9.16%","-","5,213","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.01"
"2026-06-09 (二)","安卓_HiTV - nyctal","激励视频","16,823","6,393","38.00%","86,893","60,406","69.52%","-","-","-","-","-","76,143","-","88.76%","68,709","61.73%","-","-","-","-","-","-","-","-","-","0.05","0.12"
"2026-06-09 (二)","安卓_HiTV - nyctal","插屏","16,823","4,287","25.48%","69,643","35,127","50.44%","-","-","-","-","-","-","-","-","29,822","40.48%","-","-","-","-","3,707","-","-","-","-","0.01","0.03"
"2026-06-09 (二)","安卓_HiTV - nyctal","开屏","16,823","4,589","27.28%","15,654","9,274","59.24%","87,233","-","-","-","56,847","-","-","-","12,134","60.38%","6,988","0.42","1.52","-","-","-","$0.07","-","$0.50","-","0.01"
"2026-06-09 (二)","安卓_HiTV - nyctal","横幅","16,823","816","4.85%","152,289","5,477","3.60%","-","5,831","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.02"
"2026-06-09 (二)","安卓_HiTV - nyctal","原生","-","-","-","1,623","1","0.06%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026-06-09 (二)","iOS_MovieBox - ticao","激励视频","3,151","1,825","57.92%","99,735","24,312","24.38%","-","-","-","-","-","33,981","-","-","27,634","53.04%","-","-","-","-","-","-","-","-","-","0.47000000000000003","0.81"
"2026-06-09 (二)","iOS_MovieBox - ticao","插屏","3,151","1,733","55.00%","27,458","16,395","59.71%","-","-","-","-","-","-","-","-","171,312","31.38%","-","-","-","-","2,631","-","-","-","-","0.15","0.27"
"2026-06-09 (二)","iOS_MovieBox - ticao","横幅","3,151","1,833","58.17%","31,730","12,219","38.51%","-","17,906","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.02","0.03"
"2026-06-09 (二)","iOS_MovieBox - ticao","原生","3,151","1,083","34.37%","307,959","14,762","4.79%","-","-","-","-","-","15,624","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.01"
"2026-06-09 (二)","iOS_MovieBox - ticao","开屏","3,151","2","0.06%","2","2","100.00%","10","-","-","-","8","-","-","-","2","100.00%","2","0.00","1.00","-","-","-","$0.98","-","$0.00","-","0.04"
"2026-06-09 (二)","iOS_ΙοkΙοk - tara","激励视频","5,068","2,946","58.13%","38,813","31,831","82.01%","-","-","-","-","-","-","-","-","1,000,366","46.50%","-","-","-","-","4,717","-","-","-","-","0.8500000000000001","1.46"
"2026-06-09 (二)","iOS_ΙοkΙοk - tara","插屏","5,068","2,782","54.89%","26,645","24,145","90.62%","-","-","-","-","-","37,528","-","-","37,698","89.07%","-","-","-","-","-","-","-","-","-","0.33999999999999997","0.61"
"2026-06-09 (二)","iOS_ΙοkΙοk - tara","开屏","5,068","3,500","69.06%","7,841","7,207","91.91%","-","31,815","-","-","-","-","-","-","5,715","100.00%","-","-","-","-","-","-","-","-","-","0.22","0.32"
"2026-06-09 (二)","iOS_ΙοkΙοk - tara","横幅","5,068","3,799","74.96%","62,847","41,833","66.56%","384,310","-","-","-","124,597","-","-","-","-","-","33,182","6.55","8.73","-","-","-","$0.18","-","$5.86","0.05","0.07"
"2026-06-09 (二)","iOS_ΙοkΙοk - tara","原生","5,068","2,336","46.09%","486,963","52,085","10.70%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","10","-","-","-","-","0.01","0.02"
"2026-06-09 (二)","安卓_Loklok - risa","激励视频","1,280,753","487,056","38.03%","7,079,080","4,314,088","60.94%","-","-","-","-","-","5,766,568","-","95.95%","6,860,139","54.49%","-","-","-","-","-","-","-","-","-","0.38","0.99"
"2026-06-09 (二)","安卓_Loklok - risa","插屏","1,280,753","286,424","22.36%","4,301,960","2,024,314","47.06%","-","-","-","-","-","-","-","-","4,610,072","16.13%","-","-","-","-","188,998","-","-","-","-","0.09","0.38"
"2026-06-09 (二)","安卓_Loklok - risa","开屏","1,280,753","419,388","32.75%","2,230,546","1,943,173","87.12%","10,543,465","-","-","-","5,436,443","-","-","-","1,782,304","38.72%","666,929","0.52","1.59","-","-","-","$1.58","-","$1,050.65","0.08","0.25"
"2026-06-09 (二)","安卓_Loklok - risa","横幅","1,280,753","631,101","49.28%","18,541,634","12,293,825","66.30%","-","15,305,373","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.03","0.06"
"2026-06-09 (二)","安卓_Loklok - risa","原生","1,280,753","125,306","9.78%","4,756,296","698,757","14.69%","-","-","-","-","-","739,254","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.01"
"2026-06-09 (二)","安卓_Loklok - pulsar","激励视频","1,820,843","735,779","40.41%","14,525,782","6,905,230","47.54%","-","-","-","-","-","-","-","84.05%","13,773,234","48.24%","-","-","-","-","787,246","-","-","-","-","0.36","0.89"
"2026-06-09 (二)","安卓_Loklok - pulsar","插屏","1,820,843","644,078","35.37%","9,084,518","3,436,942","37.83%","-","-","-","-","-","5,284,518","-","-","3,899,000","35.87%","-","-","-","-","-","-","-","-","-","0.18","0.51"
"2026-06-09 (二)","安卓_Loklok - pulsar","开屏","1,820,843","636,015","34.93%","3,787,725","3,243,189","85.62%","-","7,219,855","-","-","-","-","-","-","2,863,315","39.25%","-","-","-","-","-","-","-","-","-","0.1","0.27"
"2026-06-09 (二)","安卓_Loklok - pulsar","横幅","1,820,843","944,502","51.87%","35,061,997","22,603,745","64.47%","241,924,716","-","-","-","263,714,775","-","-","-","-","-","11,935,958","6.56","12.64","-","-","-","$0.29","-","$3,420.44","0.05","0.09"
"2026-06-09 (二)","安卓_Loklok - pulsar","原生","1,820,843","1,287","0.07%","35,757","9,204","25.74%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","3","-","-","-","-","-","0.01"
"2026-06-09 (二)","安卓_NovixTV - orbita","横幅","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026-06-09 (二)","安卓_NovixTV - orbita","插屏","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026-06-09 (二)","安卓_NovixTV - orbita","激励视频","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026-06-09 (二)","安卓_NovixTV - orbita","开屏","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026-06-09 (二)","安卓_MovieBox - quint","激励视频","173,642","63,995","36.85%","671,129","432,262","64.41%","5,098,891","-","-","-","3,963,570","-","-","90.97%","953,228","29.23%","237,206","1.37","3.71","-","-","-","$1.50","-","$355.76","0.2","0.55"
"2026-06-09 (二)","安卓_MovieBox - quint","插屏","173,642","59,076","34.02%","690,329","415,514","60.19%","-","1,958,033","-","-","-","-","-","-","397,348","8.04%","-","-","-","-","-","-","-","-","-","0.13","0.37"
"2026-06-09 (二)","安卓_MovieBox - quint","开屏","173,642","45,541","26.23%","329,765","235,991","71.56%","-","-","-","-","-","325,299","-","-","242,476","28.91%","-","-","-","-","-","-","-","-","-","0.04","0.17"
"2026-06-09 (二)","安卓_MovieBox - quint","横幅","173,642","74,455","42.88%","1,965,946","824,168","41.92%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","3,983","-","-","-","-","0.02","0.06"
"2026-06-09 (二)","安卓_MovieBox - quint","原生","173,642","6,624","3.81%","383,660","36,634","9.55%","952,527","-","-","-","41,186","-","-","-","-","-","7,898","0.05","1.19","-","-","-","$0.04","-","$0.35","-","-"
"2026-06-09 (二)","iOS_HIΤV - leeds","激励视频","78,372","52,436","66.91%","2,773,645","640,277","23.08%","-","-","-","-","-","-","-","-","662,964","62.98%","-","-","-","-","75,066","-","-","-","-","0.9900000000000001","1.48"
"2026-06-09 (二)","iOS_HIΤV - leeds","开屏","78,372","49,985","63.78%","131,890","103,347","78.36%","-","462,914","-","-","-","-","-","-","914,989","8.91%","-","-","-","-","-","-","-","-","-","0.2","0.32"
"2026-06-09 (二)","iOS_HIΤV - leeds","横幅","78,372","57,669","73.58%","1,338,785","688,753","51.45%","6,491,538","-","-","-","1,045,929","-","-","-","-","-","608,401","7.76","10.55","-","-","-","$0.09","-","$56.74","0.06999999999999999","0.09"
"2026-06-09 (二)","iOS_HIΤV - leeds","原生","78,372","35,425","45.20%","8,935,934","490,713","5.49%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","92","-","-","-","-","0.01","0.03"
"2026-06-09 (二)","安卓_RookTV - 官网包","激励视频","7,066","2,540","35.95%","124,270","19,491","15.68%","-","20,287","-","-","-","-","-","52.29%","50,511","24.23%","-","-","-","-","-","-","-","-","-","0.06999999999999999","0.19"
"2026-06-09 (二)","安卓_RookTV - 官网包","插屏","7,066","1,533","21.70%","129,952","14,203","10.93%","225,403","-","-","-","15,621","-","-","-","27,618","12.85%","3,205","0.45","2.09","-","-","-","$0.92","-","$2.95","0.02","0.07"
"2026-06-09 (二)","安卓_RookTV - 官网包","开屏","7,066","1,175","16.63%","9,626","1,745","18.13%","-","-","-","-","-","-","-","-","3,941","38.49%","-","-","-","-","109","-","-","-","-","0.01","0.06"
"2026-06-09 (二)","安卓_RookTV - 官网包","横幅","7,066","1,299","18.38%","82,955","4,633","5.59%","-","-","-","-","-","4,648","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.01"
"2026-06-09 (二)","安卓_RookTV - 官网包","原生","7,066","65","0.92%","53,560","423","0.79%","-","406","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026-06-09 (二)","安卓_RookTV - 官网包","插播广告","7,066","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2026-06-09 (二)","安卓_LOKTV - novan","开屏","452,391","54,232","11.99%","128,883","111,901","86.82%","1,106,068","-","-","-","481,973","-","-","-","179,401","40.99%","70,907","0.16","1.31","-","-","-","$2.59","-","$183.49","0.04","0.34"
"2026-06-09 (二)","安卓_LOKTV - novan","插屏","452,391","17,150","3.79%","199,021","148,910","74.82%","-","-","-","-","-","-","-","-","51,458","2.67%","-","-","-","-","19,298","-","-","-","-","0.02","0.50"
"2026-06-09 (二)","安卓_LOKTV - novan","激励视频","452,391","11,002","2.43%","106,212","76,289","71.83%","-","-","-","-","-","145,010","-","72.93%","113,448","30.09%","-","-","-","-","-","-","-","-","-","0.01","0.47"
"2026-06-09 (二)","安卓_LOKTV - novan","横幅","452,391","25,257","5.58%","710,426","375,058","52.79%","-","482,283","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.03"
"2026-06-09 (二)","安卓_LOKTV - novan","原生","452,391","184","0.04%","33,946","1,816","5.35%","-","-","-","-","-","1,795","-","-","-","-","-","-","-","-","-","-","-","-","-","-","0.02"
"2026-06-09 (二)","iOS_MovieBox - bajpai","激励视频","6,875","3,310","48.15%","130,390","32,243","24.73%","-","68,893","-","-","-","-","-","-","73,565","29.18%","-","-","-","-","-","-","-","-","-","0.37","0.77"
